Question,Answer Options,Correct Answer,Dish,Origin,Question type
¿En qué país es tradicionalmente popular el plato Libreta?,"['España', 'México', 'Perú', 'Argentina']",España,Libreta,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Crespillos de borraja?,"['Perú', 'Colombia', 'Venezuela', 'España']",España,Crespillos de borraja,España,country of traditional dish
¿Cuál es un ingrediente principal de Gambas en gabardina en España?,"['yema', 'gamba o langostino', 'higo', 'Longaniza']",gamba o langostino,Gambas en gabardina,España,main ingredient
¿En qué país es tradicionalmente popular el plato Gambas en gabardina?,"['España', 'México', 'Colombia', 'Argentina']",España,Gambas en gabardina,España,country of traditional dish
¿Cuál es un ingrediente principal de Arroz negro en España?,"['levadura', 'almendra', 'aceite vegetal', 'arroz blanco']",arroz blanco,Arroz negro,España,main ingredient
¿En qué país es tradicionalmente popular el plato Arroz negro?,"['España', 'Perú', 'México', 'Venezuela']",España,Arroz negro,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan de cinta?,"['Venezuela', 'Argentina', 'Perú', 'España']",España,Pan de cinta,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tarta típica de Jerez?,"['Perú', 'España', 'México', 'Colombia']",España,Tarta típica de Jerez,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Langosta al chocolate?,"['España', 'Argentina', 'México', 'Venezuela']",España,Langosta al chocolate,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Jamón de España?,"['Venezuela', 'España', 'México', 'Perú']",España,Jamón de España,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato rosquillas francesas?,"['Colombia', 'Venezuela', 'España', 'Argentina']",España,rosquillas francesas,España,country of traditional dish
¿Cuál es un ingrediente principal de Jallullo en España?,"['salsa', 'cebolla', 'dulce de membrillo', 'vinagre']",cebolla,Jallullo,España,main ingredient
¿En qué país es tradicionalmente popular el plato Jallullo?,"['Perú', 'España', 'Venezuela', 'Colombia']",España,Jallullo,España,country of traditional dish
¿Cuál es un ingrediente principal de polvorón en España?,"['vino blanco', 'Fubá', 'Anexo:Nueces con valor culinario', 'tortilla de trigo']",Anexo:Nueces con valor culinario,polvorón,España,main ingredient
¿En qué país es tradicionalmente popular el plato polvorón?,"['Perú', 'Argentina', 'España', 'Venezuela']",España,polvorón,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Yemas del Tajo?,"['Argentina', 'España', 'Colombia', 'Perú']",España,Yemas del Tajo,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Panecillos de San Antón?,"['España', 'Argentina', 'Colombia', 'México']",España,Panecillos de San Antón,España,country of traditional dish
¿Cuál es un ingrediente principal de Pulpo a la gallega en España?,"['sal', 'guiso', 'cereza', 'harina de arroz']",sal,Pulpo a la gallega,España,main ingredient
¿En qué país es tradicionalmente popular el plato Pulpo a la gallega?,"['Perú', 'México', 'Argentina', 'España']",España,Pulpo a la gallega,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato gachamiga?,"['Venezuela', 'España', 'Colombia', 'Perú']",España,gachamiga,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tarta de Mondoñedo?,"['Perú', 'España', 'Argentina', 'Venezuela']",España,Tarta de Mondoñedo,España,country of traditional dish
¿Cuál es un ingrediente principal de Pan de Cádiz en España?,"['coco rallado', 'mazapán', 'carne picada', 'pollo']",mazapán,Pan de Cádiz,España,main ingredient
¿En qué país es tradicionalmente popular el plato Pan de Cádiz?,"['México', 'Perú', 'España', 'Colombia']",España,Pan de Cádiz,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato tabernero?,"['Perú', 'Argentina', 'México', 'España']",España,tabernero,España,country of traditional dish
¿Cuál es un ingrediente principal de arrop i tallaetes en España?,"['oblea', 'arroz blanco', 'mosto', 'fiambre']",mosto,arrop i tallaetes,España,main ingredient
¿En qué país es tradicionalmente popular el plato arrop i tallaetes?,"['Venezuela', 'Colombia', 'España', 'Argentina']",España,arrop i tallaetes,España,country of traditional dish
¿Cuál es un ingrediente principal de gazpacho en España?,"['arcilla', 'salchicha', 'masa', 'pan']",pan,gazpacho,España,main ingredient
¿En qué país es tradicionalmente popular el plato gazpacho?,"['México', 'Perú', 'Argentina', 'España']",España,gazpacho,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tostadas de crema?,"['Argentina', 'Perú', 'Colombia', 'España']",España,Tostadas de crema,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato zaramandoña?,"['Colombia', 'Venezuela', 'México', 'España']",España,zaramandoña,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato ajopuchero?,"['Colombia', 'Venezuela', 'Perú', 'España']",España,ajopuchero,España,country of traditional dish
¿Cuál es un ingrediente principal de Bacalao al pil pil en España?,"['bacalao', 'romero', 'Salsa vizcaína', 'chuño']",bacalao,Bacalao al pil pil,España,main ingredient
¿En qué país es tradicionalmente popular el plato Bacalao al pil pil?,"['Perú', 'Argentina', 'México', 'España']",España,Bacalao al pil pil,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Granizado de almendra?,"['Perú', 'Venezuela', 'Argentina', 'España']",España,Granizado de almendra,España,country of traditional dish
¿Cuál es un ingrediente principal de paella en España?,"['sal', 'Consomé', 'Compango', 'tomate']",tomate,paella,España,main ingredient
¿En qué país es tradicionalmente popular el plato paella?,"['México', 'Argentina', 'España', 'Perú']",España,paella,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato pincho?,"['Argentina', 'Colombia', 'España', 'Venezuela']",España,pincho,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Caparrón pinto?,"['Venezuela', 'Argentina', 'España', 'México']",España,Caparrón pinto,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Arròs del senyoret?,"['México', 'España', 'Perú', 'Argentina']",España,Arròs del senyoret,España,country of traditional dish
¿Cuál es un ingrediente principal de Jamón ibérico en España?,"['huevo de gallina', 'perdiz', 'relleno', 'jamón']",jamón,Jamón ibérico,España,main ingredient
¿En qué país es tradicionalmente popular el plato Jamón ibérico?,"['México', 'España', 'Colombia', 'Venezuela']",España,Jamón ibérico,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Quesos helados?,"['Colombia', 'España', 'Venezuela', 'México']",España,Quesos helados,España,country of traditional dish
¿Cuál es un ingrediente principal de Otana en España?,"['aceite', 'harina de centeno', 'membrillo', 'costillas de cerdo']",harina de centeno,Otana,España,main ingredient
¿En qué país es tradicionalmente popular el plato Otana?,"['Venezuela', 'Argentina', 'España', 'Perú']",España,Otana,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato guiso?,"['Venezuela', 'Perú', 'Argentina', 'España']",España,guiso,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Gajorro?,"['España', 'México', 'Argentina', 'Colombia']",España,Gajorro,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan cateto?,"['España', 'México', 'Perú', 'Colombia']",España,Pan cateto,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Sopas?,"['México', 'Venezuela', 'España', 'Argentina']",España,Sopas,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato gachas manchegas estilo la Josefa?,"['Venezuela', 'España', 'Colombia', 'Perú']",España,gachas manchegas estilo la Josefa,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Torta de leche?,"['España', 'Argentina', 'Perú', 'Venezuela']",España,Torta de leche,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato mantecado de Portillo?,"['Colombia', 'Venezuela', 'España', 'México']",España,mantecado de Portillo,España,country of traditional dish
¿Cuál es un ingrediente principal de dulce de leche en España?,"['masa de maíz', 'piña', 'leche', 'clara de huevo']",leche,dulce de leche,España,main ingredient
¿En qué país es tradicionalmente popular el plato dulce de leche?,"['España', 'Argentina', 'México', 'Perú']",España,dulce de leche,España,country of traditional dish
¿Cuál es un ingrediente principal de Arepa de choclo en México?,"['leche de vaca', 'tamal', 'pan plano', 'salsa de tomate']",leche de vaca,Arepa de choclo,México,main ingredient
¿En qué país es tradicionalmente popular el plato Arepa de choclo?,"['México', 'Perú', 'Venezuela', 'España']",México,Arepa de choclo,México,country of traditional dish
¿Cuál es un ingrediente principal de frijoles refritos en México?,"['yema de huevo', 'coco rallado', 'jugo de lima', 'cebolla']",cebolla,frijoles refritos,México,main ingredient
¿En qué país es tradicionalmente popular el plato frijoles refritos?,"['México', 'España', 'Colombia', 'Argentina']",México,frijoles refritos,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Mollete?,"['México', 'Perú', 'Venezuela', 'España']",México,Mollete,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato cabrito?,"['Colombia', 'Perú', 'México', 'España']",México,cabrito,México,country of traditional dish
¿Cuál es un ingrediente principal de Enfrijoladas en México?,"['manos de cerdo', 'azúcar glas', 'queso fresco', 'fríjol']",fríjol,Enfrijoladas,México,main ingredient
¿En qué país es tradicionalmente popular el plato Enfrijoladas?,"['Argentina', 'México', 'Venezuela', 'España']",México,Enfrijoladas,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Birote?,"['México', 'Perú', 'España', 'Colombia']",México,Birote,México,country of traditional dish
¿Cuál es un ingrediente principal de Caldo de siete mares en México?,"['lomo', 'Fubá', 'carne de pollo', 'fruto']",carne de pollo,Caldo de siete mares,México,main ingredient
¿En qué país es tradicionalmente popular el plato Caldo de siete mares?,"['Perú', 'Argentina', 'México', 'Venezuela']",México,Caldo de siete mares,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chanclas poblanas?,"['Perú', 'México', 'España', 'Venezuela']",México,Chanclas poblanas,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato arigue?,"['Argentina', 'Venezuela', 'Colombia', 'México']",México,arigue,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato porra?,"['Argentina', 'México', 'España', 'Colombia']",México,porra,México,country of traditional dish
¿Cuál es un ingrediente principal de alambre en México?,"['carne', 'tamal', 'cereza', 'pescado']",carne,alambre,México,main ingredient
¿En qué país es tradicionalmente popular el plato alambre?,"['México', 'Colombia', 'España', 'Argentina']",México,alambre,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cortadillo (dulce mexicano)?,"['Colombia', 'Venezuela', 'Argentina', 'México']",México,Cortadillo (dulce mexicano),México,country of traditional dish
¿Cuál es un ingrediente principal de Sopa de lima en México?,"['carne de vaca deshebrada', 'chile jalapeño', 'carne de pollo', 'hoja de banana']",carne de pollo,Sopa de lima,México,main ingredient
¿En qué país es tradicionalmente popular el plato Sopa de lima?,"['México', 'Argentina', 'España', 'Venezuela']",México,Sopa de lima,México,country of traditional dish
¿Cuál es un ingrediente principal de Taco al pastor en México?,"['maíz', 'vino tinto', 'semilla de anís', 'piña']",piña,Taco al pastor,México,main ingredient
¿En qué país es tradicionalmente popular el plato Taco al pastor?,"['Venezuela', 'Argentina', 'España', 'México']",México,Taco al pastor,México,country of traditional dish
¿Cuál es un ingrediente principal de Molote en México?,"['pasa', 'agua', 'sal', 'Chicharrón']",agua,Molote,México,main ingredient
¿En qué país es tradicionalmente popular el plato Molote?,"['México', 'Colombia', 'España', 'Venezuela']",México,Molote,México,country of traditional dish
¿Cuál es un ingrediente principal de Tostada mexicana en México?,"['carne de vaca deshebrada', 'Tortilla de maíz', 'nuez', 'guiso']",Tortilla de maíz,Tostada mexicana,México,main ingredient
¿En qué país es tradicionalmente popular el plato Tostada mexicana?,"['Colombia', 'México', 'Argentina', 'España']",México,Tostada mexicana,México,country of traditional dish
¿Cuál es un ingrediente principal de Elote en México?,"['arroz', 'merengue', 'maíz', 'jugo de naranja']",maíz,Elote,México,main ingredient
¿En qué país es tradicionalmente popular el plato Elote?,"['México', 'Colombia', 'España', 'Argentina']",México,Elote,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato birria?,"['Colombia', 'España', 'Perú', 'México']",México,birria,México,country of traditional dish
¿Cuál es un ingrediente principal de Huevos divorciados en México?,"['haba', 'conejo', 'plátano de cocinar', 'huevo']",huevo,Huevos divorciados,México,main ingredient
¿En qué país es tradicionalmente popular el plato Huevos divorciados?,"['Venezuela', 'Argentina', 'España', 'México']",México,Huevos divorciados,México,country of traditional dish
¿Cuál es un ingrediente principal de bolillo con relleno en México?,"['tinta de calamar', 'Compango', 'chile mirasol', 'Salsa vizcaína']",chile mirasol,bolillo con relleno,México,main ingredient
¿En qué país es tradicionalmente popular el plato bolillo con relleno?,"['España', 'México', 'Venezuela', 'Perú']",México,bolillo con relleno,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Corunda?,"['Perú', 'México', 'Argentina', 'Colombia']",México,Corunda,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Taco placero?,"['Venezuela', 'España', 'Colombia', 'México']",México,Taco placero,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Champurrado?,"['Venezuela', 'México', 'Colombia', 'España']",México,Champurrado,México,country of traditional dish
¿Cuál es un ingrediente principal de dulce de leche en México?,"['yema', 'almeja', 'vinagre', 'leche']",leche,dulce de leche,México,main ingredient
¿En qué país es tradicionalmente popular el plato dulce de leche?,"['Venezuela', 'Argentina', 'México', 'Perú']",México,dulce de leche,México,country of traditional dish
¿Cuál es un ingrediente principal de Nieve en México?,"['agua', 'carne', 'vino blanco', 'morrón']",agua,Nieve,México,main ingredient
¿En qué país es tradicionalmente popular el plato Nieve?,"['México', 'Colombia', 'España', 'Perú']",México,Nieve,México,country of traditional dish
¿Cuál es un ingrediente principal de huevos rancheros en México?,"['huevo', 'leche evaporada', 'salsa de tomate', 'queso']",huevo,huevos rancheros,México,main ingredient
¿En qué país es tradicionalmente popular el plato huevos rancheros?,"['España', 'Venezuela', 'Colombia', 'México']",México,huevos rancheros,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Sope?,"['España', 'Argentina', 'Venezuela', 'México']",México,Sope,México,country of traditional dish
¿Cuál es un ingrediente principal de Esquites en México?,"['maíz', 'cebolla roja', 'jamón del país', 'vinagre']",maíz,Esquites,México,main ingredient
¿En qué país es tradicionalmente popular el plato Esquites?,"['Venezuela', 'Argentina', 'Perú', 'México']",México,Esquites,México,country of traditional dish
¿Cuál es un ingrediente principal de Taco árabe en México?,"['carne de cordero', 'arroz blanco', 'pan plano', 'Anchoa']",carne de cordero,Taco árabe,México,main ingredient
¿En qué país es tradicionalmente popular el plato Taco árabe?,"['España', 'Argentina', 'México', 'Perú']",México,Taco árabe,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato pizza mexicana?,"['Venezuela', 'Argentina', 'Colombia', 'México']",México,pizza mexicana,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tamal de bola?,"['Venezuela', 'Colombia', 'España', 'México']",México,Tamal de bola,México,country of traditional dish
¿Cuál es un ingrediente principal de Glorias de Linares en México?,"['salsa picante', 'crema pastelera', 'bicarbonato', 'caramelo']",bicarbonato,Glorias de Linares,México,main ingredient
¿En qué país es tradicionalmente popular el plato Glorias de Linares?,"['España', 'México', 'Argentina', 'Colombia']",México,Glorias de Linares,México,country of traditional dish
¿Cuál es un ingrediente principal de Fajita en México?,"['maní', 'tortilla de trigo', 'salsa criolla', 'romero']",tortilla de trigo,Fajita,México,main ingredient
¿En qué país es tradicionalmente popular el plato Fajita?,"['Venezuela', 'Perú', 'Argentina', 'México']",México,Fajita,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Ustilago maydis?,"['España', 'Argentina', 'Perú', 'México']",México,Ustilago maydis,México,country of traditional dish
¿Cuál es un ingrediente principal de Sincronizada en México?,"['jamón', 'Queso de año', 'pasa', 'aceite de oliva']",jamón,Sincronizada,México,main ingredient
¿En qué país es tradicionalmente popular el plato Sincronizada?,"['Colombia', 'Venezuela', 'Perú', 'México']",México,Sincronizada,México,country of traditional dish
¿Cuál es un ingrediente principal de quesabirria en México?,"['panela', 'ají', 'Anchoa', 'Consomé']",Consomé,quesabirria,México,main ingredient
¿En qué país es tradicionalmente popular el plato quesabirria?,"['México', 'Colombia', 'España', 'Venezuela']",México,quesabirria,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato panes mexicanos?,"['Argentina', 'España', 'México', 'Perú']",México,panes mexicanos,México,country of traditional dish
¿Cuál es un ingrediente principal de Carne polaca en México?,"['carne de pollo', 'cereal', 'Queso de año', 'plátano macho']",carne de pollo,Carne polaca,México,main ingredient
¿En qué país es tradicionalmente popular el plato Carne polaca?,"['Perú', 'México', 'España', 'Colombia']",México,Carne polaca,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan bazo?,"['México', 'España', 'Perú', 'Venezuela']",México,Pan bazo,México,country of traditional dish
¿Cuál es un ingrediente principal de quesadilla mexicana en México?,"['chorizo', 'embutido', 'Mató', 'tortilla']",tortilla,quesadilla mexicana,México,main ingredient
¿En qué país es tradicionalmente popular el plato quesadilla mexicana?,"['Venezuela', 'México', 'Colombia', 'Perú']",México,quesadilla mexicana,México,country of traditional dish
¿Cuál es un ingrediente principal de totoposte en México?,"['huevo de gallina', 'panela', 'verde oliva', 'agua']",agua,totoposte,México,main ingredient
¿En qué país es tradicionalmente popular el plato totoposte?,"['México', 'Perú', 'España', 'Argentina']",México,totoposte,México,country of traditional dish
¿Cuál es un ingrediente principal de arroz rojo en México?,"['morcilla', 'hielo', 'semilla de anís', 'arroz']",arroz,arroz rojo,México,main ingredient
¿En qué país es tradicionalmente popular el plato arroz rojo?,"['Colombia', 'España', 'México', 'Venezuela']",México,arroz rojo,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Marquesote?,"['Argentina', 'Colombia', 'México', 'España']",México,Marquesote,México,country of traditional dish
¿Cuál es un ingrediente principal de Sopa de habas en México?,"['plátano', 'mosto', 'Piñón', 'haba']",haba,Sopa de habas,México,main ingredient
¿En qué país es tradicionalmente popular el plato Sopa de habas?,"['México', 'Colombia', 'Venezuela', 'Perú']",México,Sopa de habas,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cemita de Puebla?,"['Colombia', 'Perú', 'Argentina', 'México']",México,Cemita de Puebla,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Menudo?,"['Perú', 'Colombia', 'Argentina', 'México']",México,Menudo,México,country of traditional dish
¿Cuál es un ingrediente principal de Memela en México?,"['casabe de yuca', 'tortilla de trigo', 'masa de maíz', 'Queso de año']",masa de maíz,Memela,México,main ingredient
¿En qué país es tradicionalmente popular el plato Memela?,"['México', 'Colombia', 'Argentina', 'Venezuela']",México,Memela,México,country of traditional dish
¿Cuál es un ingrediente principal de Enchilada en México?,"['crema pastelera', 'manjar blanco (Hispanidad)', 'Tortilla de maíz', 'caldo']",Tortilla de maíz,Enchilada,México,main ingredient
¿En qué país es tradicionalmente popular el plato Enchilada?,"['Argentina', 'México', 'Colombia', 'Venezuela']",México,Enchilada,México,country of traditional dish
¿Cuál es un ingrediente principal de pan de maíz en México?,"['maíz dulce', 'Papa', 'azúcar de caña', 'vino']",maíz dulce,pan de maíz,México,main ingredient
¿En qué país es tradicionalmente popular el plato pan de maíz?,"['Colombia', 'Argentina', 'México', 'Perú']",México,pan de maíz,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato pan de muerto?,"['México', 'Venezuela', 'España', 'Colombia']",México,pan de muerto,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cortadillo norteño?,"['Venezuela', 'Colombia', 'Perú', 'México']",México,Cortadillo norteño,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan menonita?,"['Venezuela', 'Colombia', 'España', 'México']",México,Pan menonita,México,country of traditional dish
¿Cuál es un ingrediente principal de Rompope en México?,"['Fubá', 'yema de huevo', 'mermelada de leche', 'canela']",yema de huevo,Rompope,México,main ingredient
¿En qué país es tradicionalmente popular el plato Rompope?,"['México', 'Perú', 'Argentina', 'Colombia']",México,Rompope,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Gansito?,"['México', 'España', 'Colombia', 'Venezuela']",México,Gansito,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Torta Ahogada?,"['México', 'Colombia', 'España', 'Perú']",México,Torta Ahogada,México,country of traditional dish
¿Cuál es un ingrediente principal de chilaquiles en México?,"['Tortilla de maíz', 'Compango', 'carne de cordero', 'panela']",Tortilla de maíz,chilaquiles,México,main ingredient
¿En qué país es tradicionalmente popular el plato chilaquiles?,"['México', 'Venezuela', 'España', 'Argentina']",México,chilaquiles,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato oblea?,"['México', 'Perú', 'Argentina', 'Colombia']",México,oblea,México,country of traditional dish
¿Cuál es un ingrediente principal de Chili con carne en México?,"['pan blanco', 'castaña', 'charqui', 'ají']",ají,Chili con carne,México,main ingredient
¿En qué país es tradicionalmente popular el plato Chili con carne?,"['Perú', 'España', 'Argentina', 'México']",México,Chili con carne,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Flauta?,"['España', 'Colombia', 'México', 'Argentina']",México,Flauta,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Morisqueta?,"['Venezuela', 'España', 'Argentina', 'México']",México,Morisqueta,México,country of traditional dish
¿Cuál es un ingrediente principal de Escabeche oriental yucateco en México?,"['pimienta', 'berenjena', 'Ternasco', 'morrón']",pimienta,Escabeche oriental yucateco,México,main ingredient
¿En qué país es tradicionalmente popular el plato Escabeche oriental yucateco?,"['México', 'Perú', 'Colombia', 'España']",México,Escabeche oriental yucateco,México,country of traditional dish
¿Cuál es un ingrediente principal de Sándwich de chocolate en México?,"['pan', 'pescado', 'charqui', 'hielo']",pan,Sándwich de chocolate,México,main ingredient
¿En qué país es tradicionalmente popular el plato Sándwich de chocolate?,"['Colombia', 'México', 'Argentina', 'España']",México,Sándwich de chocolate,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Totopo?,"['Argentina', 'Colombia', 'Perú', 'México']",México,Totopo,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Mole poblano?,"['España', 'Perú', 'Venezuela', 'México']",México,Mole poblano,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Aguachile?,"['México', 'Perú', 'Argentina', 'Venezuela']",México,Aguachile,México,country of traditional dish
¿Cuál es un ingrediente principal de burrito en México?,"['pato', 'Almendra', 'relleno', 'masa madre']",relleno,burrito,México,main ingredient
¿En qué país es tradicionalmente popular el plato burrito?,"['México', 'Venezuela', 'Argentina', 'Perú']",México,burrito,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pambazo?,"['Colombia', 'Argentina', 'México', 'Perú']",México,Pambazo,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Panzaje?,"['España', 'Venezuela', 'México', 'Colombia']",México,Panzaje,México,country of traditional dish
¿Cuál es un ingrediente principal de Tacos gobernador en México?,"['camarón', 'Almendra', 'cereza', 'harina de almendra']",camarón,Tacos gobernador,México,main ingredient
¿En qué país es tradicionalmente popular el plato Tacos gobernador?,"['Colombia', 'España', 'Argentina', 'México']",México,Tacos gobernador,México,country of traditional dish
¿Cuál es un ingrediente principal de Hot dog de Sonora en México?,"['bizcocho', 'vainilla', 'mayonesa', 'Bolillo (pan)']",Bolillo (pan),Hot dog de Sonora,México,main ingredient
¿En qué país es tradicionalmente popular el plato Hot dog de Sonora?,"['México', 'Colombia', 'España', 'Perú']",México,Hot dog de Sonora,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chile en nogada?,"['Argentina', 'México', 'Perú', 'Colombia']",México,Chile en nogada,México,country of traditional dish
¿Cuál es un ingrediente principal de Sopa de tortilla en México?,"['sal', 'chuño', 'coco rallado', 'Tortilla de maíz']",Tortilla de maíz,Sopa de tortilla,México,main ingredient
¿En qué país es tradicionalmente popular el plato Sopa de tortilla?,"['Venezuela', 'Perú', 'Argentina', 'México']",México,Sopa de tortilla,México,country of traditional dish
¿Cuál es un ingrediente principal de pico de gallo en México?,"['albóndiga', 'cebolla', 'almendro', 'casabe de yuca']",cebolla,pico de gallo,México,main ingredient
¿En qué país es tradicionalmente popular el plato pico de gallo?,"['España', 'Venezuela', 'México', 'Perú']",México,pico de gallo,México,country of traditional dish
¿Cuál es un ingrediente principal de chile chipotle en México?,"['azúcar', 'chile jalapeño', 'chocolate', 'hielo']",chile jalapeño,chile chipotle,México,main ingredient
¿En qué país es tradicionalmente popular el plato chile chipotle?,"['México', 'España', 'Venezuela', 'Colombia']",México,chile chipotle,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Bolillo (pan)?,"['Venezuela', 'España', 'Colombia', 'México']",México,Bolillo (pan),México,country of traditional dish
¿Cuál es un ingrediente principal de Huachinango a la veracruzana en México?,"['huevo de gallina', 'vino', 'fruta confitada', 'pargo rojo']",pargo rojo,Huachinango a la veracruzana,México,main ingredient
¿En qué país es tradicionalmente popular el plato Huachinango a la veracruzana?,"['Colombia', 'Venezuela', 'Argentina', 'México']",México,Huachinango a la veracruzana,México,country of traditional dish
¿Cuál es un ingrediente principal de Chile relleno en México?,"['Mató', 'hortaliza', 'ají', 'galleta de chocolate']",ají,Chile relleno,México,main ingredient
¿En qué país es tradicionalmente popular el plato Chile relleno?,"['España', 'México', 'Argentina', 'Colombia']",México,Chile relleno,México,country of traditional dish
¿Cuál es un ingrediente principal de asado de puerco en México?,"['sangre', 'almeja', 'cerdo', 'salsa de soya']",cerdo,asado de puerco,México,main ingredient
¿En qué país es tradicionalmente popular el plato asado de puerco?,"['Colombia', 'Argentina', 'Perú', 'México']",México,asado de puerco,México,country of traditional dish
¿Cuál es un ingrediente principal de wrap en México?,"['frijoles negros', 'marraqueta', 'relleno', 'pimentón']",relleno,wrap,México,main ingredient
¿En qué país es tradicionalmente popular el plato wrap?,"['España', 'Argentina', 'Perú', 'México']",México,wrap,México,country of traditional dish
¿Cuál es un ingrediente principal de Guajolota en México?,"['Cocción a fuego lento', 'queso crema', 'trigo', 'Bolillo (pan)']",Bolillo (pan),Guajolota,México,main ingredient
¿En qué país es tradicionalmente popular el plato Guajolota?,"['España', 'Venezuela', 'México', 'Colombia']",México,Guajolota,México,country of traditional dish
¿Cuál es un ingrediente principal de Calavera de alfeñique en México?,"['sacarosa', 'chile jalapeño', 'huevo duro', 'leche']",sacarosa,Calavera de alfeñique,México,main ingredient
¿En qué país es tradicionalmente popular el plato Calavera de alfeñique?,"['Colombia', 'México', 'Venezuela', 'Argentina']",México,Calavera de alfeñique,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tinga?,"['Venezuela', 'Argentina', 'México', 'España']",México,Tinga,México,country of traditional dish
¿Cuál es un ingrediente principal de tacos dorado en México?,"['Tortilla de maíz', 'azúcar morena', 'panela', 'arroz']",Tortilla de maíz,tacos dorado,México,main ingredient
¿En qué país es tradicionalmente popular el plato tacos dorado?,"['México', 'Argentina', 'España', 'Venezuela']",México,tacos dorado,México,country of traditional dish
¿Cuál es un ingrediente principal de taco en México?,"['hoja de banana', 'Tortilla de maíz', 'producto del mar', 'tamal']",Tortilla de maíz,taco,México,main ingredient
¿En qué país es tradicionalmente popular el plato taco?,"['España', 'México', 'Venezuela', 'Argentina']",México,taco,México,country of traditional dish
¿Cuál es un ingrediente principal de Relleno negro en México?,"['crema de leche', 'carne de pavo', 'col', 'manos de cerdo']",carne de pavo,Relleno negro,México,main ingredient
¿En qué país es tradicionalmente popular el plato Relleno negro?,"['Perú', 'México', 'Argentina', 'Colombia']",México,Relleno negro,México,country of traditional dish
¿En qué país es tradicionalmente popular el plato Capirotada?,"['Perú', 'Argentina', 'México', 'Colombia']",México,Capirotada,México,country of traditional dish
¿Cuál es un ingrediente principal de Chimichanga en México?,"['haba', 'tortilla de trigo', 'especia', 'dulce de membrillo']",tortilla de trigo,Chimichanga,México,main ingredient
¿En qué país es tradicionalmente popular el plato Chimichanga?,"['Venezuela', 'México', 'Argentina', 'España']",México,Chimichanga,México,country of traditional dish
